ID,life_expectancy,bmi,hiv,gdp,thinness_till19,inf_death,school,lifestyle,pop_size
1035,79.7,61.2,0.1,2481.15781,0.8,0,16.3,576.504,1
1036,79.3,6.5,0.1,22551.73574,0.8,0,15.6,64.675,2
1037,79.2,59.9,0.1,21955.149,0.8,0,15.3,572.644,2
1038,79.1,59.2,0.1,18477.57841,0.8,0,15.2,560.032,1
1039,79,58.6,0.1,1411.31339,0.8,1,14.6,474.074,1
1040,78.7,58,0.1,12538.17883,0.9,1,14.2,499.96,2
1041,78.2,57.4,0.1,1242.95373,0.9,1,13.9,486.752,1
1058,71.9,5.6,0.4,3923.573344,1.2,10,10.7,22.848,3
1059,71.7,49.9,0.4,3687.763767,1.2,10,10.7,93.812,3
1060,71.4,49.3,0.4,3452.828934,1.2,11,10.7,95.149,3
1061,71.3,48.6,0.4,3299.65139,1.2,11,10.6,98.172,2
1062,71.1,47.9,0.4,3187.845296,1.2,11,10.5,103.464,3
1063,77,47.2,0.4,2825.5247,1.3,12,10.5,101.008,2
1064,76,46.5,0.4,2635.753474,1.3,12,10.4,99.51,2
1065,79,45.9,0.4,2794.22189,1.3,13,10.4,101.439,1
1066,75,45.2,0.4,2489.955836,1.3,13,10.1,108.48,1
1067,69.7,44.5,0.4,2256.56724,1.4,14,9.8,105.91,1
1068,69.2,43.8,0.4,277.83438,1.4,14,9.6,102.93,1
1069,69.6,43.1,0.4,1872.73783,1.4,15,9.3,103.44,3
1070,69.4,42.4,0.4,1753.349471,1.4,15,9,103.88,1
1071,69.3,41.7,0.3,171.771491,1.5,16,8.8,100.497,2
1072,68.4,41.1,0.3,1568.376276,1.5,16,8.5,103.983,3
1073,67.7,4.4,0.2,1655.596261,1.6,17,8.2,11.572,2
1074,59,23.3,0.5,554.48766,7.3,26,8.8,95.064,2
1075,58.1,22.7,0.5,561.997387,7.5,27,8.6,0.227,1
1076,58.8,22.2,1,54.169324,7.7,27,8.5,0.222,3
1077,58.4,21.7,1.9,52.3485646,7.8,28,8.5,0.217,3
1078,58.1,21.2,2,459.2912,8,28,8.4,4.664,1
1079,57.8,2.8,2.2,438.7513346,8.2,29,8.3,0.56,1
1080,57.3,2.3,2.3,436.6895539,8.4,29,8.1,0.414,2
1081,56.8,19.8,2.3,437.4467238,8.6,30,7.9,4.158,2
1082,56.4,19.4,2.4,49.456775,8.9,31,7.6,3.686,1
1083,55.6,19,2.6,296.68382,9.1,31,7.1,3.04,3
1084,54.7,18.5,2.7,33.424498,9.3,32,6.6,3.885,3
1085,54,18.1,2.8,386.3288283,9.5,33,5.1,6.154,2
1086,53.3,17.7,2.9,37.1931781,9.7,34,5.9,3.186,2
1087,52.9,17.3,3,322.811171,9.9,35,5.5,3.633,3
1088,52.5,16.9,3,315.83983,1.1,36,5.1,2.873,3
1089,52.5,16.6,3,34.516918,1.3,37,4.8,2.822,2
1090,58.9,26.3,3.2,596.8717189,7.1,4,9.2,107.304,1
1091,58.4,25.6,3.4,642.6256154,7.3,4,9.2,0.256,2
1092,58.1,25,4.5,61.566347,7.5,4,9.1,0.25,2
1093,57.6,24.3,5.3,67.7518833,7.7,4,9.1,0.243,2
1094,57.1,23.7,5.7,692.69989,7.8,4,9,84.609,2
1095,56.7,23.1,5.9,543.957418,8,4,8.9,74.151,1
1096,56.3,22.5,6,544.222779,8.3,4,8.9,57.375,2
1097,55.6,21.9,6,583.5445622,8.5,5,8.8,57.816,1
1098,55,21.3,5.7,481.694976,8.7,5,8.8,63.474,2
1099,54.4,2.7,5.6,418.94454,8.9,5,8.3,8.694,2
1100,53.9,2.1,5.4,424.9534585,9.2,5,8,6.51,1
1101,53.5,19.6,5,393.3138244,9.4,5,7.7,50.568,1
1102,53,19,4.6,36.5718585,9.6,5,7.4,41.04,1
1103,52.8,18.5,4.1,321.481324,9.8,5,7.1,45.695,2
1104,52.5,17.9,3.6,39.486749,1,5,6.7,45.645,2
1105,52.1,17.4,3.1,297.7519443,1.2,5,6.4,49.416,2
1106,66.2,46.7,0.3,4136.689919,5.5,0,10.3,190.536,2
1107,66,45.9,0.3,43.82321,5.5,0,10.3,350.676,2
1108,65.9,45,0.3,3944.178173,5.5,0,10.3,340.2,1
1109,65.8,44.1,0.3,3785.935665,5.6,0,10.6,333.837,1
1110,65.6,43.2,0.4,3439.597513,5.6,0,10.3,326.592,1
1111,65.9,42.4,0.4,326.281212,5.6,0,10.2,318.848,2
1112,66.1,41.6,0.3,2716.35256,5.6,0,10.5,311.584,2
1113,66.3,4.9,0.8,2576.124957,5.6,1,10.7,35.868,2
1114,65.7,4.3,1.9,2327.58324,5.7,1,11.2,30.96,2
1115,65.2,39.6,1.1,1945.6395,5.7,1,11.7,278.784,1
1116,65,39,1.8,198.455216,5.7,1,11.4,286.65,1
1117,65.1,38.4,1.9,145.58861,5.8,1,11.2,301.056,2
1118,65.3,37.8,2.1,986.7958173,5.8,1,11.1,299.754,2
1119,65.3,37.1,2.3,96.8674827,5.9,1,11,286.783,2
1120,65.4,36.4,1.7,925.582546,5.9,1,10.9,244.244,2
1121,65.4,35.7,1.1,946.599372,5.9,1,10.9,236.691,1
1122,63.5,49.9,0.5,814.5463952,3.9,14,9.1,203.592,1
1123,63.1,48.8,0.5,83.1148117,3.9,14,9.1,0.488,2
1124,62.7,47.7,0.5,81.265673,3.9,14,9.1,270.936,2
1125,62.3,46.5,0.8,766.8437623,3.9,15,8.9,264.12,1
1126,62.3,45.3,1.5,74.9358452,4,15,8.7,257.304,1
1127,36.3,44.2,1.9,662.2795182,4,23,8.6,254.592,3
1128,62.5,43,2,668.297646,4.1,16,8.5,251.55,2
1129,62.1,41.8,2.4,674.7564147,4.2,16,8.4,248.71,1
1130,61.8,4.7,2.7,615.8198192,4.2,17,8.4,28.576,3
1131,61.1,39.6,3.3,55.47626,4.3,17,8.3,244.728,2
1132,65,38.5,3.9,465.311876,4.4,17,8.2,214.445,2
1133,58.7,37.5,4.3,387.9429725,4.5,18,8.1,228.75,3
1134,59.7,36.5,4.6,329.782946,4.5,18,8.1,242.36,3
1135,59.3,35.6,4.8,393.16327,4.6,19,8,217.16,3
1136,58.9,34.8,5,413.7383164,4.7,19,7.9,216.456,3
1137,58.6,34,5.1,462.486524,4.8,20,7.8,162.86,1
1138,74.6,51,0.3,2326.15856,2.1,3,11.2,208.08,2
1139,74.5,5.2,0.3,2242.711912,2.1,3,11.4,14.924,2
1140,74.3,49.3,0.4,2136.77395,2.2,4,11.6,153.323,3
1141,74.1,48.4,0.4,2178.38325,2.2,4,11.6,150.524,2
1142,73.9,47.6,0.4,212.584798,2.2,4,11.7,147.56,1
1143,73.6,46.8,0.4,1932.85829,2.3,4,11.5,145.08,3
1144,73.4,45.9,0.5,1815.489496,2.3,4,11.3,141.372,1
1145,73.2,45.1,0.6,1751.595857,2.3,4,11.1,141.614,3
1146,73,44.3,0.7,1592.572182,2.4,5,10.9,139.988,2
1147,72.8,43.5,0.8,1437.628785,2.4,5,10.8,140.505,2
1148,72.5,42.8,0.9,1311.741714,2.5,5,10.6,138.244,2
1149,72.2,42,1.2,1217.657961,2.6,5,10.4,126.84,2
1150,71.9,41.2,1.4,1157.3427,2.6,6,10.3,125.248,2
1151,71.6,4.4,1.5,1132.8721,2.7,6,10.1,13.596,3
1152,71.3,39.6,1.6,113.4546,2.7,6,9.9,108.504,2
1153,71,38.8,1.7,188.783165,2.8,6,9.8,101.268,3
1154,75.8,64.8,0.1,12365.6263,1.6,0,15.6,264.384,2
1155,75.6,64.2,0.1,14117.97668,1.7,0,15.8,0.642,3
1156,75.5,63.6,0.1,13613.6147,1.7,0,15.4,691.968,2
1157,75,63,0.1,12834.32349,1.7,0,15.4,710.01,2
1158,74.8,62.4,0.1,1448.87958,1.7,0,15.4,718.224,3
1159,74.5,61.7,0.1,1325.53379,1.8,0,15.3,665.126,1
1160,74.2,61.1,0.1,12967.16543,1.8,0,15.3,700.206,1
1161,74.1,6.5,0.1,15669.25929,1.9,1,15.3,75.66,1
1162,73.5,59.9,0.1,13842.6549,1.9,1,15.3,751.745,1
1163,73.4,59.3,0.1,11398.76584,2,1,15.2,780.388,1
1164,72.9,58.8,0.1,11161.72441,2,1,15,760.872,1
1165,72.9,58.2,0.1,1259.5266,2.1,1,15.3,772.896,1
1166,72.5,57.6,0.1,8396.25323,2.1,1,14.9,762.624,2
1167,72.5,57.1,0.1,665.6443,2.2,1,14.6,758.859,1
1168,72.3,56.6,0.1,527.85364,2.2,1,14.2,745.988,2
1169,71.7,56.1,0.1,4623.46712,2.3,1,13.9,685.542,1
1170,82.7,61,0.1,5734.4436,1,0,19,248.88,1
1171,82.5,6.6,0.1,52473.11356,1,0,19,49.17,1
1172,82.4,6.2,0.1,4781.3888,1,0,19,45.322,1
1173,82.5,59.7,0.1,44333.8518,1,0,18.7,466.257,1
1174,82.1,59.3,0.1,46.217,0.9,0,18.6,482.109,1
1175,81.8,58.9,0.1,41676.44527,0.9,0,18.4,485.925,1
1176,81.6,58.5,0.1,4461.89251,0.9,0,18.4,597.87,1
1177,81.4,58.1,0.1,55575.29196,0.9,0,18.2,493.269,1
1178,81.3,57.8,0.1,68348.31817,0.9,0,18.2,435.234,1
1179,81.1,57.4,0.1,5613.54115,0.9,0,18.1,413.28,1
1180,81,56.9,0.1,56249.7555,0.9,0,17.9,401.145,1
1181,88,56.5,0.1,46917.27216,1,0,18.3,383.635,1
1182,87,55.9,0.1,3944.999,1,0,17.6,369.499,1
1183,84,55.4,0.1,31996.2172,1,0,17.2,366.194,1
1184,80,54.8,0.1,28585.9254,1,0,17.1,349.076,1
1185,79.7,54.2,0.1,31813.37344,1,0,16.8,334.414,1
1186,68.3,18.7,0.2,1613.18878,26.7,910,11.6,76.296,2
1188,67.6,17.5,0.2,1452.195373,26.8,1000,11.5,54.425,3
1189,67.3,17,0.2,1446.98541,26.9,1100,11.3,52.7,3
1190,66.8,16.4,0.2,1461.671957,26.9,1100,10.8,49.2,3
1191,66.4,15.9,0.2,1345.77153,27,1200,10.4,44.043,3
1192,66,15.4,0.2,19.317765,27,1300,10.5,38.5,3
1193,65.5,14.9,0.3,991.484634,27,1300,10.2,28.757,3
1198,63.7,12.6,0.3,541.1352279,27.3,1700,8.6,14.994,3
1199,63.3,12.2,0.3,466.2842,27.4,1700,8.4,13.42,3
1200,62.9,11.8,0.3,447.138966,27.5,1800,8.3,11.8,3
1201,62.5,11.4,0.3,438.864634,27.7,1800,8.3,10.602,2
1202,69.1,27.4,0.3,3336.16686,1.4,114,12.9,111.792,3
1203,68.9,26.5,0.3,3491.595887,1.4,119,12.9,2.385,3
1204,68.7,25.6,0.3,362.663981,1.5,124,12.9,2.304,3
1205,68.5,24.7,0.3,3687.953996,1.5,129,12.6,1.976,3
1206,68.3,23.8,0.3,3634.27685,1.6,134,12.3,1.904,3
1207,68.1,22.9,0.3,3113.48635,1.6,138,12.1,1.832,3
1208,67.9,22.1,0.3,2254.44566,1.7,143,11.7,1.768,3
1209,67.7,21.3,0.2,216.52766,1.7,149,11.7,1.491,3
1210,67.5,2.5,0.2,1855.93915,1.8,154,11,0.15,3
1211,67.3,19.7,0.1,1586.254,1.8,159,10.9,1.182,3
1212,67.2,19,0.1,126.928834,1.9,163,11.1,1.14,3
1213,65.3,18.2,0.1,1148.56996,1.9,174,11,1.092,3
1214,66.9,17.5,0.1,164.59447,1.9,173,10.8,0.875,3
1215,66.7,16.7,0.1,899.5556857,11,177,10.6,0.835,2
1216,66.5,16,0.1,747.9817455,11,182,10.6,0.96,2
1217,66.3,15.4,0.1,78.92744,11,187,10.7,0.924,3
1234,68.9,59.1,0.1,4974.2693,5.3,32,10.1,241.128,3
1235,67.9,58.5,0.1,673.74737,5.3,32,10.1,0.585,1
1236,69.5,57.8,0.1,6925.22446,5.3,32,10.3,0.578,3
1237,76,57.2,0.1,6651.12242,5.3,32,10.5,0.572,3
1238,77,56.5,0.1,5854.614497,5.3,32,10.4,9.605,2
1239,76,55.8,0.1,452.74948,5.3,32,10.4,10.602,1
1240,74,55.2,0.1,3735.144836,5.4,32,10.3,11.04,3
1241,69.3,54.5,0.1,4521.3247,5.4,32,10.3,9.265,3
1242,65.9,53.8,0.1,3129.224922,5.4,31,10.2,7.532,2
1243,64.7,53.2,0.1,2351.812429,5.4,31,10.2,1.596,3
1244,66.8,52.5,0.1,1849.63911,5.4,31,10.1,9.45,1
1245,67.2,51.9,0.1,1391.816923,5.4,30,9.8,16.608,2
1250,81.4,62.8,0.1,6664.144,0.3,0,18.6,256.224,3
1251,81.2,62.1,0.1,5553.32623,0.3,0,18.6,667.575,3
1252,81,61.3,0.1,5234.76736,0.3,0,18.6,643.037,3
1253,85,6.5,0.1,49231.36254,0.3,0,18.5,74.685,3
1254,84,59.7,0.1,52567.52568,0.3,0,18.5,699.684,3
1255,86,58.9,0.1,48538.58776,0.3,0,18.2,699.732,2
1256,79.7,58.2,0.1,51983.78892,0.3,0,17.9,664.062,3
1257,79.8,57.4,0.1,61235.415,0.3,0,17.9,726.684,3
1258,79.5,56.6,0.1,61388.17457,0.3,0,17.6,769.194,3
1259,79,55.8,0.1,54326.9713,0.3,0,17.6,749.952,2
1260,78.7,55.1,0.1,5886.82789,0.3,0,17.5,733.381,2
1261,78.3,54.4,0.1,47631.6377,0.3,0,17.1,724.608,1
1262,78,53.6,0.1,4117.15532,0.3,0,16.8,709.664,2
1263,77.4,52.9,0.1,32539.1937,0.3,0,16.5,749.593,2
1264,77,52.2,0.1,28223.55528,0.3,0,16.4,744.894,2
1265,76.4,51.5,0.1,26241.91883,0.3,0,16.2,724.605,1
1266,82.5,64.9,0.1,35729.37253,1.2,0,16,264.792,1
1267,82.2,64.6,0.1,37582.84624,1.2,1,16,169.252,1
1268,82.1,64.2,0.1,36393.66932,1.2,1,15.9,172.698,1
1269,81.8,63.8,0.1,32569.59683,1.2,1,15.9,177.364,1
1270,81.8,63.4,0.1,33657.15727,1.2,1,15.8,169.278,1
1271,81.7,63,0.1,3661.994,1.2,1,15.7,165.69,1
1272,81.5,62.6,0.1,27795.87671,1.2,1,15.6,159.63,1
1273,81,62.1,0.1,29657.4421,1.1,1,15.8,153.387,1
1274,84,61.6,0.1,258.637,1.1,1,15.7,143.528,1
1275,84,61.1,0.1,2195.1769,1.1,1,15.7,136.253,1
1276,80,6.6,0.1,2611.17931,1.1,1,15.8,15.906,1
1277,81,6.1,0.1,19888.172,1.1,1,15.9,13.603,1
1278,79.7,59.6,0.1,18946.99942,1.1,1,16,138.272,1
1279,79.3,59.2,0.1,18431.15696,1.1,1,15.3,146.224,1
1280,79.3,58.7,0.1,236.19646,1.1,1,15.1,148.511,1
1281,78.9,58.3,0.1,2152.1432,1.1,1,15.2,147.499,1
1282,82.7,63.6,0.1,349.14755,0.6,1,16.3,259.488,2
1283,82.5,63.1,0.1,35396.66517,0.6,2,16.3,477.036,2
1284,82.3,62.6,0.1,3537.27441,0.5,2,16.5,460.11,3
1285,82,62.1,0.1,34814.12436,0.5,2,16.6,465.129,3
1286,82,61.5,0.1,38334.68477,0.5,2,16.4,429.27,3
1287,81.8,61,0.1,35849.37364,0.5,2,16.4,423.95,3
1288,81.6,6.5,0.1,36976.84512,0.5,2,16.3,47.125,3
1289,81.5,59.9,0.1,464.18465,0.5,2,16.3,476.804,3
1290,81.3,59.4,0.1,37698.78573,0.5,2,16.1,497.178,3
1291,81.2,58.8,0.1,3341.7482,0.5,2,16,496.272,3
1292,88,58.2,0.1,31959.26215,0.5,2,15.8,503.43,3
1293,89,57.6,0.1,31174.56118,0.5,2,15.6,517.248,3
1294,79.9,57,0.1,27387.2258,0.5,2,15.4,530.1,3
1295,80,56.4,0.1,22196.5736,0.5,2,15.2,521.7,1
1296,79.8,55.7,0.1,24.819,0.5,2,14.9,539.733,2
1297,79.4,55,0.1,251.2426,0.5,3,14.8,537.9,3
1298,76.2,54.2,0.5,4965.989857,1.8,1,12.8,221.136,2
1299,75.8,53.5,0.5,4855.743789,1.8,1,12.8,204.905,1
1300,75.6,52.7,0.6,56.144952,1.8,1,12.8,199.733,1
1301,75.3,52,0.5,521.33363,1.8,1,12.8,189.8,1
1302,75.2,51.2,0.6,513.549487,1.8,1,12.8,183.296,2
1303,75,5.5,0.5,4682.728424,1.8,1,12.7,19.525,1
1304,74.7,49.7,0.6,4293.383274,1.9,1,12.7,165.501,1
1305,74.5,48.9,0.4,492.492378,1.9,1,12.6,171.639,1
1306,74.2,48.1,0.9,462.517913,1.9,1,12.5,175.084,2
1307,74,47.2,1.5,4313.1682,1.9,1,12.5,171.336,1
1308,73.5,46.3,1.9,482.24762,1.9,1,12.4,166.217,2
1309,73.3,45.4,2.3,3719.97351,1.9,1,11.1,166.618,2
1310,73.1,44.5,2.3,3465.221998,1.9,1,11.9,154.86,2
1311,73,43.5,2.3,3596.496282,2,1,11.7,163.56,2
1312,72.7,42.5,2.2,3394.878,2,1,10.9,165.325,1
1313,72.6,41.6,2.2,336.8742,2,1,11.4,143.936,2
1314,83.7,29,0.1,34474.13736,2.1,2,15.3,118.32,1
1315,83.5,28.6,0.1,3896.21151,2,2,15.3,0.286,1
1316,83.5,28.2,0.1,4454.44746,2,2,15.3,212.91,1
1317,83.3,27.8,0.1,4863.47665,1.9,2,15.3,205.442,1
1318,82.5,27.4,0.1,48167.99727,1.9,3,15.1,202.486,1
1319,83,26.9,0.1,4457.67639,1.9,3,15.1,185.61,1
1320,83,26.4,0.1,4855.17564,1.8,3,15,187.176,1
1321,82.7,25.9,0.1,39339.29757,1.8,3,15,184.149,1
1322,82.6,25.4,0.1,35275.22843,1.8,3,15,185.166,1
1323,82.4,24.9,0.1,35433.98896,1.7,3,14.9,186.501,1
1324,82,24.4,0.1,37217.64873,1.7,3,14.9,194.956,1
1325,82.1,23.8,0.1,37688.72234,1.7,3,14.8,183.26,1
1326,81.9,23.4,0.1,3488.3992,1.7,3,14.8,183.222,1
1327,81.8,22.9,0.1,32289.3554,1.7,3,14.7,180.223,1
1328,81.5,22.5,0.1,33846.46564,1.7,4,14.6,180.675,1
1329,81.1,22.2,0.1,38532.488,1.6,4,14.5,176.934,1
1330,74.1,65.6,0.1,496.99275,4,4,13.1,267.648,2
1331,74,64.8,0.1,466.94775,3.9,4,13.1,26.568,1
1332,73.9,64,0.1,3992.86717,3.9,4,13.1,25.6,3
1333,73.7,63.2,0.1,387.753211,3.9,4,12.9,25.912,3
1334,73.6,62.4,0.1,387.324145,3.8,4,13.1,26.832,3
1335,73.4,61.7,0.1,3679.19275,3.8,4,13.2,31.467,2
1336,73.3,6.9,0.1,3492.1396,3.8,4,13.6,4.071,3
1337,73.1,6.1,0.1,3385.69665,3.8,4,13.6,3.721,3
1338,73,59.3,0.1,2762.86354,3.8,4,13.6,35.58,3
1339,72.8,58.6,0.1,2537.349,3.9,4,13.7,34.574,3
1340,72.4,57.8,0.1,223.83787,3.9,4,13.8,31.79,3
1341,72.5,57,0.1,261.456882,3.9,4,13.5,30.78,3
1342,72.3,56.3,0.1,1889.213962,3.9,4,13.2,30.402,3
1343,72.1,55.5,0.1,1812.288374,3.9,4,13,29.97,3
1344,71.9,54.8,0.1,1728.2659,4,4,12.7,30.14,3
1345,71.7,54,0.1,1657.889256,4,4,12.6,26.46,1
1346,72,53.1,0.1,159.9817,2.4,4,15,216.648,3
1347,69.9,52.3,0.1,1286.56511,2.4,5,15,328.967,3
1348,69.5,51.4,0.1,1389.8561,2.4,5,15,333.072,2
1349,69.1,5.6,0.1,12387.18982,2.4,6,14.7,38.192,3
1350,68.5,49.9,0.1,11634.42422,2.3,7,14.4,330.837,1
1351,67.8,49.2,0.1,97.649972,2.3,7,14.5,336.036,3
1352,67.8,48.5,0.1,7165.2775,2.3,7,14.6,322.04,1
1353,66.6,47.9,0.1,8513.564645,2.4,8,14.6,364.04,1
1354,65.3,47.3,0.1,6771.414797,2.4,8,14.7,351.912,3
1355,65,46.8,0.1,5291.57565,2.4,8,14.3,331.344,1
1356,64.6,46.3,0.1,3771.278957,2.4,8,13.9,321.322,2
1357,64.7,45.8,0.1,2874.288291,2.5,8,13.5,299.99,2
1358,64.4,45.3,0.1,268.123657,2.5,8,13.1,298.074,1
1359,64.7,44.8,0.1,1658.31146,2.6,8,12.7,268.352,3
1360,64.4,44.4,0.1,149.926751,2.6,8,12.3,255.3,3
1361,63.9,43.9,0.1,1229.958,2.7,9,12.1,263.4,3
1362,63.4,22,2.8,1349.97144,7.8,54,11.1,89.76,3
1363,62.9,21.3,2.9,1335.6458,7.8,56,11.1,0.213,2
1364,62.6,2.7,3,1229.114798,7.9,58,11.1,4.968,3
1365,62.1,2.1,3,1155.2582,8,59,11.1,3.801,3
1366,61.2,19.5,3.4,987.4453967,8.1,60,11.1,35.1,3
1367,63,18.9,4.3,967.34773,8.2,61,11.1,32.697,2
1368,59.1,18.4,5,92.816252,8.2,62,10.7,34.224,1
1369,57.9,17.9,6.4,916.8992515,8.3,64,10.4,30.609,3
1370,56.8,17.3,9.1,839.181117,8.4,66,10.1,34.081,1
1371,55.3,16.9,10.3,697.66385,8.5,68,9.7,29.744,1
1372,54.1,16.4,11.6,519.7999346,8.6,70,9.6,29.848,2
1373,53,15.9,13.2,458.8843551,8.7,72,8.9,22.737,2
1374,52.4,15.5,14.5,436.6875357,8.8,74,8.2,23.095,2
1375,52.1,15.1,15.7,395.8493511,8.9,76,8.5,25.066,1
1376,51.9,14.7,16.9,41.7763612,9,77,8.4,23.961,3
1377,51.9,14.4,18.1,43.9797132,9.2,77,8.4,21.744,2
1378,66.3,77.6,0.1,1424.483611,0.1,0,11.9,316.608,1
1379,66.1,77.1,0.1,1684.54274,0.1,0,11.9,0.771,1
1380,65.8,76.7,0.1,1724.361737,0.1,0,11.9,0.767,1
1381,65.7,76.2,0.1,1763.815497,0.1,0,11.9,0.762,1
1382,65.5,75.7,0.1,1692.613277,0.1,0,11.9,40.121,1
1383,65.3,75.2,0.1,1493.1651,0.1,0,11.9,36.096,1
1384,65.2,74.6,0.1,1297.285141,0.1,0,11.9,40.284,1
1385,65.1,74.1,0.1,1413.3234,0.2,0,11.6,34.086,1
1386,65,73.4,0.1,1357.632211,0.2,0,11.8,49.912,1
1387,65,72.8,0.1,1151.555618,0.2,0,12.1,55.328,1
1388,64.9,72.1,0.1,1214.556667,0.2,0,12.2,43.26,1
1389,64.8,71.4,0.1,113.6286,0.2,0,12.4,34.272,1
1390,64.7,7.6,0.1,115.3865,0.2,0,11.6,3.8,1
1391,64.6,69.7,0.1,826.58554,0.2,0,11.7,34.153,1
1392,64.3,68.8,0.1,734.9492461,0.2,0,10.4,41.28,1
1393,64.1,67.9,0.1,796.7937634,0.2,0,10,31.234,1
1442,74.6,61.2,0.1,13666.58336,2.2,0,16,249.696,2
1443,74.4,6.7,0.1,15725.1374,2.2,0,16,0.067,2
1444,74.1,6.2,0.1,1532.22924,2.2,0,15.4,64.294,1
1445,73.8,59.8,0.1,13822.8559,2.2,0,15.5,610.558,1
1446,73.6,59.4,0.1,1372.68947,2.2,0,15.8,602.316,1
1447,72.8,58.9,0.1,11326.21947,2.2,0,16,577.22,1
1448,72.6,58.5,0.1,12219.37379,2.3,0,16.4,576.225,2
1449,71.9,58.1,0.1,16348.53121,2.3,0,16.3,687.904,2
1450,78,57.7,0.1,1444.1589,2.4,0,16.2,699.324,1
1451,75,57.4,0.1,9667.9757,2.4,0,16.2,596.96,2
1452,76,57,0.1,7558.7426,2.5,0,15.9,565.44,2
1453,71,56.6,0.1,6351.8125,2.5,0,15.5,498.646,2
1454,78,56.3,0.1,5134.95694,2.6,0,15.2,463.912,2
1455,73,56,0.1,4132.34927,2.7,0,14.8,416.64,1
1456,69.9,55.7,0.1,3572.8513,2.8,0,14.2,372.076,1
1457,71,55.4,0.1,3352.731296,2.8,0,13.7,395.002,1
1458,74.9,66.1,0.1,846.632851,4.9,1,13.3,269.688,3
1459,74.8,65.4,0.1,8161.4614,4.8,1,13.3,86.328,2
1460,74.9,64.9,0.1,846.285153,4.8,1,13.3,83.721,2
1461,75,64.4,0.1,8787.94668,4.8,1,13.3,98.532,2
1462,75,64,0.1,8734.9653,4.7,1,13.2,100.48,3
1463,74.9,63.5,0.1,8763.826274,4.7,1,13.3,100.33,3
1464,74.7,63,0.1,84.268878,4.7,1,13.2,102.06,2
1465,74.5,62.5,0.1,712.775759,4.7,1,13.1,104.375,1
1466,74.4,61.9,0.1,614.271115,4.7,1,12.9,106.468,2
1467,74.1,61.4,0.1,5372.65899,4.7,1,13.2,111.748,1
1468,73.9,6.8,0.1,5339.441291,4.7,1,13.7,13.192,2
1469,73.7,6.2,0.1,5424.22356,4.7,1,14.2,13.02,2
1470,73.5,59.7,0.1,5425.6697,4.8,1,14.8,130.743,1
1471,73.2,59.1,0.1,5436.595223,4.8,1,15.2,117.018,2
1472,73,58.6,0.1,5253.122599,4.9,1,15,128.334,2
1473,72.7,57.9,0.1,5334.93329,4.9,1,14.9,130.854,2
1474,53.7,32.6,9.3,173.82893,5.5,4,10.7,133.008,2
1475,52.1,32,9.4,1174.839214,5.8,4,10.8,0.32,2
1476,52.1,31.4,9.6,1196.1335,6.1,4,11.1,0.314,2
1477,52.2,3.8,9,1281.516,6.4,4,11,0.038,1
1478,52.3,3.2,10.5,1352.38433,6.8,4,11,7.648,1
1479,51.1,29.7,13.4,1173.26212,7.2,4,10.9,80.487,1
1480,49.4,29.2,18.2,923.136931,7.6,4,10.8,80.3,1
1481,47.8,28.8,27.3,934.428563,8,5,10.7,79.2,1
1482,46.2,28.3,30,918.432717,8.4,4,10.6,76.127,2
1483,45.3,27.9,34.1,915.775754,8.8,5,10.7,72.819,2
1484,44.5,27.4,34.8,862.9463118,9.3,5,10.7,73.158,2
1485,44.8,26.9,34.6,781.5145936,9.7,5,10.7,48.42,2
1486,45.5,26.4,33.8,63.636279,1.2,5,10.5,52.536,1
1487,46.4,25.9,32.5,47.89395,1.6,5,10.4,76.405,1
1488,47.8,25.4,31.2,437.819184,11.1,5,10.3,72.644,2
1489,49.3,24.9,29.8,474.8197876,11.5,5,9.6,77.19,2
1490,61.4,27.3,0.9,452.38717,6.5,8,9.9,111.384,3
1491,58.1,26.7,0.9,458.4651734,6.7,8,9.9,0.267,1
1492,61.1,26.1,1.1,454.1222236,6.8,9,9.8,0.261,2
1493,67,25.6,1.2,415.361958,7,9,9.6,0.256,2
1494,62,25,1.5,379.689583,7.2,9,9.5,93,1
1495,59.7,24.5,1.8,327.42597,7.4,9,9.6,89.18,2
1496,59.2,24,2.1,33.667491,7.6,10,9.7,90,2
1497,58.6,23.4,2.4,232.61732,7.7,10,9.8,90.792,2
1498,57.9,22.9,2.8,21.3733292,7.9,10,9.9,92.287,2
1499,56.7,22.4,3,178.92799,8.1,11,10,90.72,2
1500,55.3,22,3.1,168.648254,8.3,12,10.1,92.18,1
1501,54,21.5,3.2,149.4452549,8.5,12,10.2,91.16,2
1502,50,21.1,3.2,133.494518,8.7,13,10.3,88.831,2
1503,56,2.7,3.1,177.285187,8.8,13,10.4,11.529,1
1504,51.5,2.4,3.1,174.1815473,9,14,10.5,10.56,2
1505,51.9,2.2,3.1,183.4149991,9.2,14,8.7,9.812,2
1522,73.6,62.4,0.1,14252.42853,2.6,0,16.5,254.592,1
1523,73.4,61.9,0.1,16554.97139,2.6,0,16.5,940.261,2
1524,73,61.4,0.1,15712.82376,2.7,0,16.4,923.456,2
1525,73,6.9,0.1,14341.836,2.7,0,16.5,104.466,2
1526,72.8,6.5,0.1,14357.73679,2.7,0,16.7,82.29,1
1527,72.4,6,0.1,11984.86857,2.8,0,16.8,77.4,1
1528,72.2,59.7,0.1,11837.3913,2.8,0,16.6,740.28,2
1529,71.1,59.3,0.1,14961.56818,2.9,0,16.5,788.69,2
